area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk,availability_status,possession_year,location_reduced,has_society,is_cramped,is_luxury_price,price_segment,location_tier,area_type_rank,bath_per_bhk,is_luxury_bath,log_price,log_total_sqft,availability_month,society_size_proxy,society_type
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,Independent,1464,2.0,2.0,56.0,2.0,1464.0,3825.136612021858,732.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.04305126783455,7.289610521451167,Unknown,5469,Large
Built-up  Area,18-Mar,Kanakapura,3 Bedroom,Independent,2200,3.0,1.0,121.0,3.0,2200.0,5500.0,733.3333333333334,Future,2018,Kanakapura,0,0,0,Premium,Tier 3,0,1.0,0,4.804021044733257,7.696667081526462,Mar,5469,Large
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,750,1.0,1.0,51.0,1.0,750.0,6800.0,750.0,Future,2019,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9512437185814275,6.621405651764134,Dec,17,Medium
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600,3.0,3.0,58.0,3.0,1600.0,3625.0,533.3333333333334,Ready,0,Marathahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,7.3783837129967145,Unknown,2,Small
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,SLarei ,1365,2.0,2.0,49.0,3.0,1365.0,3589.74358974359,455.0,Ready,0,Chikkalasandra,1,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.912023005428146,7.2196420401307355,Unknown,1,Small
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 BHK,Independent,1300,3.0,2.0,64.0,3.0,1300.0,4923.076923076923,433.3333333333333,Future,2021,other,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.174387269895637,7.170888478512505,Dec,5469,Large
Built-up  Area,Ready To Move,Kurubarahalli,1 Bedroom,Independent,1200,1.0,0.0,69.0,1.0,1200.0,5750.0,1200.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,0,1.0,0,4.248495242049359,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1260,2.0,2.0,35.0,2.0,1260.0,2777.777777777778,630.0,Ready,0,Hormavu,1,0,0,Budget,Tier 2,1,1.0,0,3.58351893845611,7.13966033596492,Unknown,2,Small
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sarlsm ,1190,2.0,2.0,33.92,2.0,1190.0,2850.4201680672268,595.0,Ready,0,Electronics City Phase 1,1,0,0,Budget,Tier 3,1,1.0,0,3.5530597309714014,7.0825485693553,Unknown,1,Small
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4.0,1.0,260.0,3.0,2480.0,10483.870967741936,826.6666666666666,Ready,0,Hosakerehalli,1,0,1,Ultra-Luxury,Tier 2,1,1.3333333333333333,1,5.564520407322694,7.816416983691801,Unknown,14,Medium
Super built-up  Area,18-May,Vishwapriya Layout,3 BHK,Independent,1250,3.0,2.0,38.0,3.0,1250.0,3040.0,416.6666666666667,Future,2018,Vishwapriya Layout,0,0,0,Budget,Tier 2,1,1.0,0,3.6635616461296463,7.1316985104669115,May,5469,Large
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Independent,1500,3.0,0.0,75.0,3.0,1500.0,5000.0,500.0,Ready,0,Kaggadasapura,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.330733340286331,7.313886831633462,Unknown,5469,Large
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,Naiewre,1510,3.0,3.0,47.57,3.0,1510.0,3150.3311258278145,503.3333333333333,Ready,0,Banashankari Stage V,1,0,0,Budget,Tier 2,1,1.0,0,3.8830060563576536,7.32052696227274,Unknown,5,Small
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,Independent,1187,2.0,1.0,59.0,2.0,1187.0,4970.513900589722,593.5,Future,2019,7th Phase JP Nagar,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.0943445622221,7.080026499922591,Jan,5469,Large
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1120,2.0,1.0,53.76,2.0,1120.0,4800.0,560.0,Ready,0,Kundalahalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.002960000420248,7.02197642307216,Unknown,3,Small
Super built-up  Area,20-Dec,Whitefield,2 BHK,Somns T,981 - 1249,2.0,0.0,34.555,2.0,1115.0,3099.103139013453,557.5,Future,2020,Whitefield,1,0,0,Budget,Tier 2,1,1.0,0,3.571080793335481,7.017506142941256,Dec,6,Small
Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,Ciques ,1717,3.0,3.0,99.0,3.0,1717.0,5765.87070471753,572.3333333333334,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.605170185988092,7.4489161025442,Unknown,4,Small
Built-up  Area,Ready To Move,Mullur,3 BHK,Arora A,2099,3.0,0.0,95.0,3.0,2099.0,4525.964745116722,699.6666666666666,Ready,0,other,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.564348191467836,7.649692623711514,Unknown,1,Small
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,Independent,1100,2.0,2.0,58.0,2.0,1100.0,5272.727272727273,550.0,Ready,0,Kasturi Nagar,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,7.00397413672268,Unknown,5469,Large
Plot  Area,Ready To Move,Hegganahalli,1 Bedroom,Independent,1200,1.0,0.0,48.0,1.0,1200.0,4000.0,1200.0,Ready,0,other,0,0,0,Budget,Tier 3,3,1.0,0,3.8918202981106265,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,AMaveon,1465,2.0,1.0,45.87,3.0,1465.0,3131.0580204778157,488.3333333333333,Ready,0,Bannerghatta Road,1,0,0,Budget,Tier 2,0,0.6666666666666666,0,3.847377811934615,7.290292882446597,Unknown,1,Small
Plot  Area,Ready To Move,Kothanur,1 Bedroom,Independent,1500,1.0,0.0,75.0,1.0,1500.0,5000.0,1500.0,Ready,0,Kothanur,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.330733340286331,7.313886831633462,Unknown,5469,Large
Plot  Area,Ready To Move,Prashanth Nagar,5 Bedroom,Independent,4050,4.0,1.0,600.0,5.0,4050.0,14814.814814814816,810.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,0.8,0,6.398594934535208,8.30671904320269,Unknown,5469,Large
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,2.0,1.0,90.0,3.0,1255.0,7171.314741035857,418.3333333333333,Ready,0,Haralur Road,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.51085950651685,7.135687347028144,Unknown,6,Small
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Independent,1220,2.0,3.0,88.0,2.0,1220.0,7213.11475409836,610.0,Ready,0,5th Phase JP Nagar,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.48863636973214,7.107425474110705,Unknown,5469,Large
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.88,2.0,1065.0,2899.5305164319248,532.5,Future,2018,Electronic City Phase II,1,0,0,Budget,Tier 3,0,1.0,0,3.461978853922014,6.97166860472579,Aug,59,Large
Built-up  Area,Ready To Move,Sultan Palaya,3 BHK,Independent,1765,3.0,3.0,80.0,3.0,1765.0,4532.57790368272,588.3333333333334,Ready,0,Sultan Palaya,0,0,0,Mid-Range,Tier 2,0,1.0,0,4.394449154672439,7.476472381163905,Unknown,5469,Large
Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1281,2.0,2.0,87.0,2.0,1281.0,6791.569086651054,640.5,Ready,0,Bellandur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.477336814478207,7.156176637480615,Unknown,8,Small
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1210,2.0,2.0,25.0,2.0,1210.0,2066.115702479339,605.0,Ready,0,Electronic City,1,0,0,Budget,Tier 3,1,1.0,0,3.258096538021482,7.099201743553092,Unknown,24,Medium
Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,AnaveEn,1215,2.0,3.0,43.0,2.0,1215.0,3539.0946502057614,607.5,Ready,0,Kaggadasapura,1,0,0,Budget,Tier 3,2,1.0,0,3.784189633918261,7.103322062526113,Unknown,2,Small
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,Independent,1200,3.0,1.0,87.0,4.0,1200.0,7250.0,300.0,Ready,0,Ananth Nagar,0,0,0,Mid-Range,Tier 3,3,0.75,0,4.477336814478207,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,SaodySa,1237,2.0,2.0,73.0,2.0,1237.0,5901.3742926434925,618.5,Ready,0,Mysore Road,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.30406509320417,7.121252453244542,Unknown,3,Small
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Oaeze B,1300,2.0,1.0,70.0,2.0,1300.0,5384.615384615385,650.0,Ready,0,Lakshminarayana Pura,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.2626798770413155,7.170888478512505,Unknown,1,Small
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1105,2.0,2.0,39.99,2.0,1105.0,3619.004524886878,552.5,Ready,0,Whitefield,1,0,0,Budget,Tier 2,1,1.0,0,3.7133281345162463,7.00850518208228,Unknown,16,Medium
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1505,2.0,2.0,42.0,3.0,1505.0,2790.6976744186045,501.6666666666667,Ready,0,Chandapura,1,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.7612001156935624,7.317212408359839,Unknown,2,Small
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5.0,0.0,310.0,4.0,3900.0,7948.717948717948,975.0,Ready,0,Hebbal Kempapura,1,0,1,Ultra-Luxury,Tier 2,1,1.25,1,5.739792912179234,8.268988209506656,Unknown,7,Small
Built-up  Area,Ready To Move,Banashankari,2 BHK,Sksia A,1186,2.0,3.0,65.0,2.0,1186.0,5480.607082630691,593.0,Ready,0,Banashankari,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.189654742026425,7.079184394609668,Unknown,3,Small
Plot  Area,Ready To Move,Byrathi Village,4 Bedroom,Independent,900,3.0,1.0,51.0,4.0,900.0,5666.666666666667,225.0,Ready,0,other,0,1,0,Mid-Range,Tier 2,3,0.75,0,3.9512437185814275,6.803505257608338,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,35.5,2.0,750.0,4733.333333333333,375.0,Ready,0,Kengeri,1,0,0,Budget,Tier 3,1,1.0,0,3.597312260588446,6.621405651764134,Unknown,4,Small
Built-up  Area,Ready To Move,Varthur,2 BHK,SLncyaj,1083,2.0,2.0,28.0,2.0,1083.0,2585.410895660203,541.5,Ready,0,Varthur,1,0,0,Budget,Tier 2,0,1.0,0,3.367295829986474,6.988413181999592,Unknown,2,Small
Built-up  Area,Ready To Move,Nagaraja Garden,3 BHK,Independent,1430,2.0,1.0,78.65,3.0,1430.0,5500.000000000001,476.6666666666667,Ready,0,other,0,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.3776420363560575,7.266128779556451,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,68.0,2.0,1056.0,6439.393939393939,528.0,Ready,0,Thanisandra,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.23410650459726,6.963189985870238,Unknown,51,Large
Super built-up  Area,Ready To Move,VGP Layout,3 BHK,AbnceEs,2108,3.0,3.0,85.0,3.0,2108.0,4032.2580645161293,702.6666666666666,Ready,0,other,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.454347296253507,7.653969180478774,Unknown,2,Small
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1650,3.0,2.0,101.0,3.0,1650.0,6121.212121212121,550.0,Ready,0,Banashankari,1,0,0,Premium,Tier 2,1,1.0,0,4.624972813284271,7.409136443920128,Unknown,14,Medium
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1220,3.0,1.0,36.6,3.0,1220.0,3000.0,406.6666666666667,Future,2018,Electronic City Phase II,1,0,0,Budget,Tier 3,0,1.0,0,3.6270040503958487,7.107425474110705,Jul,59,Large
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,MJeusyl,1198,2.0,1.0,54.0,2.0,1198.0,4507.512520868114,599.0,Ready,0,Rayasandra,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.007333185232471,7.089243155027514,Unknown,8,Small
Super built-up  Area,Ready To Move,Ejipura,2 BHK,Prsichi,1190,2.0,1.0,70.0,2.0,1190.0,5882.35294117647,595.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.2626798770413155,7.0825485693553,Unknown,2,Small
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2 BHK,Independent,900,2.0,1.0,41.0,2.0,900.0,4555.555555555556,450.0,Future,2021,other,0,0,0,Budget,Tier 3,0,1.0,0,3.7376696182833684,6.803505257608338,Dec,5469,Large
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,Independent,2690,4.0,2.0,185.0,4.0,2690.0,6877.323420074349,672.5,Future,2019,other,0,0,0,Premium,Tier 2,1,1.0,0,5.225746673713202,7.897668150726906,Dec,5469,Large
Built-up  Area,Ready To Move,Kanakapura,2 BHK,Independent,1340,2.0,2.0,65.0,2.0,1340.0,4850.746268656716,670.0,Ready,0,Kanakapura,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.189654742026425,7.201170883281678,Unknown,5469,Large
Plot  Area,18-Sep,Bommenahalli,4 Bedroom,Prood G,2940,3.0,2.0,2250.0,4.0,2940.0,76530.61224489796,735.0,Future,2018,Bommenahalli,1,0,1,Ultra-Luxury,Tier 1,3,0.75,0,7.719129840906732,7.9865049385539955,Sep,2,Small
Plot  Area,Ready To Move,Giri Nagar,6 Bedroom,Independent,2400,6.0,1.0,400.0,6.0,2400.0,16666.666666666668,400.0,Ready,0,Giri Nagar,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.993961427306569,7.783640596221253,Unknown,5469,Large
Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1260,2.0,2.0,59.2,2.0,1260.0,4698.412698412699,630.0,Future,2019,Yelahanka,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.097672352314776,7.13966033596492,Dec,12,Medium
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,2254,3.0,2.0,153.0,3.0,2254.0,6787.93256433008,751.3333333333334,Future,2021,Talaghattapura,1,0,0,Premium,Tier 2,1,1.0,0,5.0369526024136295,7.720905251936779,Feb,23,Medium
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2990,5.0,1.0,210.0,3.0,2990.0,7023.411371237458,996.6666666666666,Ready,0,Old Madras Road,1,0,0,Ultra-Luxury,Tier 2,1,1.6666666666666667,1,5.351858133476067,8.003363058629947,Unknown,17,Medium
Built-up  Area,Ready To Move,1st Block BEL Layout,4 Bedroom,Independent,1800,5.0,1.0,250.0,4.0,1800.0,13888.888888888889,450.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,0,1.25,1,5.5254529391317835,7.496097345175956,Unknown,5469,Large
Built-up  Area,Ready To Move,JP Nagar,2 BHK,Adaveth,820,2.0,1.0,45.0,2.0,820.0,5487.804878048781,410.0,Ready,0,JP Nagar,1,0,0,Budget,Tier 2,0,1.0,0,3.828641396489095,6.710523109452428,Unknown,3,Small
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Naireru,1296,2.0,2.0,65.0,2.0,1296.0,5015.432098765432,648.0,Ready,0,Electronic City,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.189654742026425,7.167809184316444,Unknown,2,Small
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Independent,1190,2.0,1.0,53.55,2.0,1190.0,4500.0,595.0,Ready,0,Uttarahalli,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.9991177122790798,7.0825485693553,Unknown,5469,Large
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,77.0,2.0,1173.0,6564.364876385337,586.5,Future,2019,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.356708826689592,7.068172000388042,Dec,17,Medium
Plot  Area,16-Dec,Sarjapura - Attibele Road,3 Bedroom,Independent,1800,3.0,2.0,90.0,3.0,1800.0,5000.0,600.0,Future,2016,Sarjapura - Attibele Road,0,0,0,Mid-Range,Tier 3,3,1.0,0,4.51085950651685,7.496097345175956,Dec,5469,Large
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1102,2.0,0.0,52.0,2.0,1102.0,4718.693284936479,551.0,Ready,0,Yelahanka,1,0,0,Mid-Range,Tier 2,0,1.0,0,3.970291913552122,7.005789019253503,Unknown,9,Small
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Independent,913,2.0,1.0,36.0,2.0,913.0,3943.0449069003284,456.5,Ready,0,Sarjapur,0,0,0,Budget,Tier 3,1,1.0,0,3.6109179126442243,6.81783057145415,Unknown,5469,Large
Super built-up  Area,18-Apr,Hormavu,3 BHK,Independent,1176,2.0,1.0,35.27,3.0,1176.0,2999.149659863946,392.0,Future,2018,Hormavu,0,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.590990953294811,7.0707241072602764,Apr,5469,Large
Built-up  Area,Ready To Move,Prithvi Layout,3 BHK,Srllaan,1620,3.0,0.0,65.0,3.0,1620.0,4012.3456790123455,540.0,Ready,0,Prithvi Layout,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.189654742026425,7.390798521735676,Unknown,1,Small
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,PuhtsHe,2968,3.0,0.0,225.0,3.0,2968.0,7580.8625336927225,989.3333333333334,Ready,0,Billekahalli,1,0,1,Ultra-Luxury,Tier 2,1,1.0,0,5.420534999272286,7.99598047476376,Unknown,1,Small
Super built-up  Area,17-Dec,Yelahanka,2 BHK,Hotat H,1519,2.0,3.0,65.0,2.0,1519.0,4279.131007241606,759.5,Future,2017,Yelahanka,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.326465613840322,Dec,3,Small
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,106.0,2.0,1345.0,7881.0408921933085,672.5,Ready,0,Hosur Road,1,0,1,Premium,Tier 2,1,1.0,0,4.672828834461906,7.204892510204673,Unknown,10,Small
Super built-up  Area,19-Dec,Dodsworth Layout,3 BHK,Prard B,1594,3.0,2.0,99.0,3.0,1594.0,6210.790464240903,531.3333333333334,Future,2019,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.605170185988092,7.374629015218945,Dec,1,Small
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,SLarkic,1250,2.0,1.0,68.0,2.0,1250.0,5440.0,625.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.23410650459726,7.1316985104669115,Unknown,1,Small
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Zostaa ,1056,2.0,1.0,60.0,2.0,1056.0,5681.818181818182,528.0,Ready,0,Haralur Road,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.110873864173311,6.963189985870238,Unknown,3,Small
Plot  Area,18-Dec,Whitefield,3 Bedroom,Independent,1200,3.0,1.0,68.4,3.0,1200.0,5700.000000000001,400.0,Future,2018,Whitefield,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.239886867512759,7.0909098220799835,Dec,5469,Large
Plot  Area,Ready To Move,Kothnur Narayanapura,2 Bedroom,Independent,1290,1.0,0.0,77.5,2.0,1290.0,6007.751937984496,645.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,3,0.5,0,4.363098624788363,7.1631723908466425,Unknown,5469,Large
Built-up  Area,Ready To Move,Amruthnagar,2 BHK,Independent,1150,2.0,1.0,48.0,2.0,1150.0,4173.913043478261,575.0,Ready,0,other,0,0,0,Budget,Tier 2,0,1.0,0,3.8918202981106265,7.048386408721883,Unknown,5469,Large
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1464,2.0,1.0,145.0,2.0,1464.0,9904.371584699453,732.0,Ready,0,other,1,0,1,Premium,Tier 2,1,1.0,0,4.983606621708336,7.289610521451167,Unknown,7,Small
Plot  Area,Ready To Move,Anekal,4 Bedroom,Independent,1200,2.0,1.0,36.0,4.0,1200.0,3000.0,300.0,Ready,0,Anekal,0,0,0,Budget,Tier 3,3,0.5,0,3.6109179126442243,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,0.0,36.5,2.0,861.0,4239.256678281068,430.5,Ready,0,Gollarapalya Hosahalli,1,0,0,Budget,Tier 3,0,1.0,0,3.624340932976365,6.759255270663693,Unknown,13,Medium
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,82.62,2.0,1047.0,7891.117478510028,523.5,Ready,0,Kundalahalli,1,0,1,Mid-Range,Tier 2,1,1.0,0,4.426282725928419,6.954638864880987,Unknown,24,Medium
Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,Independent,1200,2.0,0.0,75.0,2.0,1200.0,6250.0,600.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,3,1.0,0,4.330733340286331,7.0909098220799835,Unknown,5469,Large
Plot  Area,Ready To Move,Kirloskar Layout,10 Bedroom,Independent,1200,10.0,0.0,190.0,10.0,1200.0,15833.333333333334,120.0,Ready,0,other,0,1,1,Premium,Tier 2,3,1.0,0,5.25227342804663,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,Hongasandra,2 BHK,Independent,1065,2.0,1.0,45.0,2.0,1065.0,4225.352112676056,532.5,Ready,0,other,0,0,0,Budget,Tier 2,0,1.0,0,3.828641396489095,6.97166860472579,Unknown,5469,Large
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2300,3.0,3.0,369.0,3.0,2300.0,16043.478260869566,766.6666666666666,Ready,0,Rajaji Nagar,1,0,1,Ultra-Luxury,Tier 1,0,1.0,0,5.91350300563827,7.741099090035366,Unknown,26,Medium
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JSonyar,1000,2.0,1.0,62.0,2.0,1000.0,6200.0,500.0,Ready,0,Ramamurthy Nagar,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.143134726391533,6.90875477931522,Unknown,1,Small
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,113.0,3.0,1682.0,6718.192627824019,560.6666666666666,Ready,0,Lingadheeranahalli,1,0,0,Premium,Tier 2,1,1.0,0,4.736198448394496,7.428333194190806,Unknown,22,Medium
Super built-up  Area,Ready To Move,Harlur,3 BHK,Independent,1756,3.0,2.0,131.0,3.0,1756.0,7460.136674259681,585.3333333333334,Ready,0,Harlur,0,0,1,Premium,Tier 2,1,1.0,0,4.882801922586371,7.471363088187097,Unknown,5469,Large
Plot  Area,Ready To Move,BEL Road,5 Bedroom,Independent,4000,4.0,2.0,1000.0,5.0,4000.0,25000.0,800.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,0.8,0,6.90875477931522,8.294299608857235,Unknown,5469,Large
Super built-up  Area,Ready To Move,Vignana Nagar,4 BHK,Independent,1050,4.0,2.0,90.0,4.0,1050.0,8571.42857142857,262.5,Ready,0,other,0,1,1,Mid-Range,Tier 2,1,1.0,0,4.51085950651685,6.957497370876951,Unknown,5469,Large
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Independent,1238,2.0,1.0,67.32,2.0,1238.0,5437.802907915992,619.0,Ready,0,Vittasandra,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.224202549480315,7.122059881629142,Unknown,5469,Large
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2.0,1.0,42.0,2.0,814.0,5159.7051597051595,407.0,Ready,0,Dasanapura,1,0,0,Budget,Tier 2,1,1.0,0,3.7612001156935624,6.703188113240863,Unknown,14,Medium
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,GSodsee,1145,2.0,1.0,46.5,2.0,1145.0,4061.1353711790393,572.5,Ready,0,Dodda Nekkundi,1,0,0,Budget,Tier 2,0,1.0,0,3.8607297110405954,7.044032897274685,Unknown,1,Small
Super built-up  Area,Ready To Move,Varthur,2 BHK,Maita R,965,2.0,1.0,34.0,2.0,965.0,3523.316062176166,482.5,Ready,0,Varthur,1,0,0,Budget,Tier 2,1,1.0,0,3.5553480614894135,6.873163834212518,Unknown,1,Small
Super built-up  Area,Ready To Move,Doddabele,2 BHK,Independent,750,2.0,1.0,36.0,2.0,750.0,4800.0,375.0,Ready,0,other,0,0,0,Budget,Tier 3,1,1.0,0,3.6109179126442243,6.621405651764134,Unknown,5469,Large
Built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1300,2.0,2.0,55.0,3.0,1300.0,4230.7692307692305,433.3333333333333,Ready,0,Banashankari,1,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.02535169073515,7.170888478512505,Unknown,1,Small
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,1590,3.0,3.0,131.0,3.0,1590.0,8238.993710691824,530.0,Future,2018,1st Phase JP Nagar,1,0,1,Premium,Tier 1,1,1.0,0,4.882801922586371,7.372118028337787,May,3,Small
Super built-up  Area,20-Aug,Begur Road,1 BHK,Pruthg ,644,1.0,1.0,40.0,1.0,644.0,6211.180124223602,644.0,Future,2020,Begur Road,1,0,0,Budget,Tier 3,1,1.0,0,3.713572066704308,6.4692503167957724,Aug,12,Medium
Super built-up  Area,18-Mar,Whitefield,2 BHK,Pranthi,982,2.0,1.0,37.0,2.0,982.0,3767.8207739307536,491.0,Future,2018,Whitefield,1,0,0,Budget,Tier 2,1,1.0,0,3.6375861597263857,6.890609120147166,Mar,3,Small
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Independent,1260,2.0,2.0,100.0,2.0,1260.0,7936.507936507936,630.0,Ready,0,Indira Nagar,0,0,1,Premium,Tier 1,1,1.0,0,4.61512051684126,7.13966033596492,Unknown,5469,Large
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1555,3.0,2.0,75.17,3.0,1555.0,4834.083601286174,518.3333333333334,Ready,0,Rayasandra,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.3329676843846965,7.349873704738337,Unknown,8,Small
Built-up  Area,Ready To Move,Race Course Road,4 Bedroom,Independent,2500,4.0,1.0,450.0,4.0,2500.0,18000.0,625.0,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,0,1.0,0,6.111467339502679,7.824445930877619,Unknown,5469,Large
Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,Independent,1225,2.0,2.0,48.0,2.0,1225.0,3918.3673469387754,612.5,Future,2018,Kaggadasapura,0,0,0,Budget,Tier 3,1,1.0,0,3.8918202981106265,7.111512116496157,Aug,5469,Large
